Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
132,6,2015-02-21,6414,621,1,0,0,0,d,c,1040.0,0.0,0.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
133,6,2015-02-21,2729,375,1,0,0,0,a,a,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
134,6,2015-02-21,2682,292,1,0,0,0,a,a,1200.0,9.0,2008.0,0,0.0,0.0,None
135,6,2015-02-21,6101,603,1,0,0,0,d,a,5190.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
136,6,2015-02-21,5358,433,1,0,0,0,a,c,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
137,6,2015-02-21,7490,777,1,0,0,0,a,a,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
138,6,2015-02-21,2999,287,1,0,0,0,a,c,25360.0,10.0,2014.0,0,0.0,0.0,None
139,6,2015-02-21,4043,328,1,0,0,0,a,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
140,6,2015-02-21,6401,822,1,0,0,0,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
141,6,2015-02-21,4186,492,1,0,0,0,c,c,1540.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
142,6,2015-02-21,3362,403,1,0,0,0,a,a,1090.0,7.0,2002.0,0,0.0,0.0,None
143,6,2015-02-21,5387,531,1,0,0,0,d,a,2930.0,12.0,2002.0,0,0.0,0.0,None
144,6,2015-02-21,5529,550,1,0,0,0,a,c,16570.0,0.0,0.0,0,0.0,0.0,None
145,6,2015-02-21,5946,933,1,0,0,0,a,a,280.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
146,6,2015-02-21,6984,684,1,0,0,0,d,c,8050.0,10.0,1961.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
147,6,2015-02-21,7522,893,1,0,0,0,d,c,8540.0,0.0,0.0,0,0.0,0.0,None
148,6,2015-02-21,7589,709,1,0,0,0,a,a,2090.0,12.0,2008.0,0,0.0,0.0,None
149,6,2015-02-21,3407,346,1,0,0,0,d,a,2610.0,7.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
150,6,2015-02-21,7802,820,1,0,0,0,c,c,31830.0,3.0,2010.0,0,0.0,0.0,None
151,6,2015-02-21,5720,612,1,0,0,0,d,c,4360.0,10.0,2005.0,0,0.0,0.0,None
152,6,2015-02-21,3476,468,1,0,0,0,a,a,1780.0,0.0,0.0,0,0.0,0.0,None
153,6,2015-02-21,3258,353,1,0,0,0,a,a,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
154,6,2015-02-21,7538,646,1,0,0,0,d,c,16420.0,0.0,0.0,0,0.0,0.0,None
155,6,2015-02-21,7885,854,1,0,0,0,d,a,3050.0,0.0,0.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
156,6,2015-02-21,2891,308,1,0,0,0,a,a,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
157,6,2015-02-21,7424,786,1,0,0,0,a,c,2950.0,10.0,2004.0,0,0.0,0.0,None
158,6,2015-02-21,9654,589,1,0,0,0,d,c,11840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov"
159,6,2015-02-21,7263,685,1,0,0,0,d,a,8530.0,3.0,2013.0,0,0.0,0.0,None
160,6,2015-02-21,4951,510,1,0,0,0,d,c,17110.0,11.0,2005.0,0,0.0,0.0,None
161,6,2015-02-21,6868,800,1,0,0,0,a,c,2970.0,3.0,2005.0,0,0.0,0.0,None
162,6,2015-02-21,7149,581,1,0,0,0,d,c,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
163,6,2015-02-21,6114,635,1,0,0,0,a,a,1480.0,4.0,2009.0,0,0.0,0.0,None
164,6,2015-02-21,3873,391,1,0,0,0,a,a,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
165,6,2015-02-21,2762,308,1,0,0,0,a,a,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
166,6,2015-02-21,5034,769,1,0,0,0,a,c,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
167,6,2015-02-21,5174,649,1,0,0,0,a,a,140.0,4.0,2008.0,0,0.0,0.0,None
168,6,2015-02-21,3666,399,1,0,0,0,a,a,12540.0,0.0,0.0,0,0.0,0.0,None
169,6,2015-02-21,5179,532,1,0,0,0,d,a,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
170,6,2015-02-21,4397,447,1,0,0,0,a,a,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
171,6,2015-02-21,6246,670,1,0,0,0,a,a,2640.0,0.0,0.0,0,0.0,0.0,None
172,6,2015-02-21,7063,861,1,0,0,0,a,a,110.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
173,6,2015-02-21,5810,754,1,0,0,0,a,a,350.0,12.0,2012.0,0,0.0,0.0,None
174,6,2015-02-21,6162,536,1,0,0,0,a,a,13090.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
175,6,2015-02-21,5611,730,1,0,0,0,c,a,4130.0,0.0,0.0,0,0.0,0.0,None
176,6,2015-02-21,2686,346,1,0,0,0,a,a,3770.0,0.0,0.0,0,0.0,0.0,None
177,6,2015-02-21,1625,221,1,0,0,0,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
178,6,2015-02-21,8337,770,1,0,0,0,d,a,1710.0,0.0,0.0,0,0.0,0.0,None
179,6,2015-02-21,6140,855,1,0,0,0,a,c,480.0,0.0,0.0,0,0.0,0.0,None
180,6,2015-02-21,6668,808,1,0,0,0,d,a,5800.0,9.0,2010.0,0,0.0,0.0,None
181,6,2015-02-21,3005,325,1,0,0,0,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
182,6,2015-02-21,5819,472,1,0,0,0,d,c,1390.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
183,6,2015-02-21,2767,342,1,0,0,0,a,a,9670.0,0.0,0.0,0,0.0,0.0,None
184,6,2015-02-21,5571,529,1,0,0,0,d,c,3560.0,0.0,0.0,0,0.0,0.0,None
185,6,2015-02-21,6234,504,1,0,0,0,d,c,1860.0,5.0,2015.0,0,0.0,0.0,None
186,6,2015-02-21,3692,376,1,0,0,0,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
187,6,2015-02-21,3420,417,1,0,0,0,a,c,19360.0,0.0,0.0,0,0.0,0.0,None
188,6,2015-02-21,5051,460,1,0,0,0,d,a,850.0,0.0,0.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
189,6,2015-02-21,7132,751,1,0,0,0,d,a,5760.0,7.0,2014.0,0,0.0,0.0,None
190,6,2015-02-21,6098,564,1,0,0,0,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
191,6,2015-02-21,6803,682,1,0,0,0,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
192,6,2015-02-21,13940,1038,1,0,0,0,d,c,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
193,6,2015-02-21,4040,614,1,0,0,0,a,a,520.0,0.0,0.0,0,0.0,0.0,None
194,6,2015-02-21,5099,426,1,0,0,0,d,c,16970.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
195,6,2015-02-21,11447,1369,1,0,0,0,a,c,220.0,0.0,0.0,0,0.0,0.0,None
196,6,2015-02-21,3531,529,1,0,0,0,c,a,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
197,6,2015-02-21,5725,691,1,0,0,0,c,a,4210.0,3.0,2015.0,0,0.0,0.0,None
198,6,2015-02-21,790,110,1,0,0,0,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
199,6,2015-02-21,7491,657,1,0,0,0,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
200,6,2015-02-21,6896,863,1,0,0,0,a,a,1650.0,10.0,2000.0,0,0.0,0.0,None
1,5,2015-02-20,4651,548,1,1,0,0,c,a,1270.0,9.0,2008.0,0,0.0,0.0,None
2,5,2015-02-20,4727,544,1,1,0,0,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3,5,2015-02-20,7204,742,1,1,0,0,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
4,5,2015-02-20,10421,1391,1,1,0,0,c,c,620.0,9.0,2009.0,0,0.0,0.0,None
5,5,2015-02-20,4658,555,1,1,0,1,a,a,29910.0,4.0,2015.0,0,0.0,0.0,None
6,5,2015-02-20,5314,579,1,1,0,1,a,a,310.0,12.0,2013.0,0,0.0,0.0,None
7,5,2015-02-20,9063,921,1,1,0,0,a,c,24000.0,4.0,2013.0,0,0.0,0.0,None
8,5,2015-02-20,6002,650,1,1,0,0,a,a,7520.0,10.0,2014.0,0,0.0,0.0,None
9,5,2015-02-20,7490,634,1,1,0,0,a,c,2030.0,8.0,2000.0,0,0.0,0.0,None
10,5,2015-02-20,5743,595,1,1,0,0,a,a,3160.0,9.0,2009.0,0,0.0,0.0,None
11,5,2015-02-20,6544,903,1,1,0,0,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
12,5,2015-02-20,6996,834,1,1,0,0,a,c,1070.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
13,5,2015-02-20,5360,411,1,1,0,1,d,a,310.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
14,5,2015-02-20,5966,651,1,1,0,0,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
15,5,2015-02-20,7151,688,1,1,0,0,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
16,5,2015-02-20,8058,878,1,1,0,0,a,c,3270.0,0.0,0.0,0,0.0,0.0,None
17,5,2015-02-20,6852,853,1,1,0,0,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct"
18,5,2015-02-20,7791,865,1,1,0,0,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
19,5,2015-02-20,7540,673,1,1,0,0,a,c,3240.0,0.0,0.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec"
20,5,2015-02-20,7706,831,1,1,0,1,d,a,2340.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
21,5,2015-02-20,5906,555,1,1,0,0,c,c,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
22,5,2015-02-20,5451,577,1,1,0,1,a,a,1040.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
23,5,2015-02-20,5829,530,1,1,0,0,d,a,4060.0,8.0,2005.0,0,0.0,0.0,None
24,5,2015-02-20,10532,896,1,1,0,0,a,c,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
25,5,2015-02-20,12195,1649,1,1,0,0,c,a,430.0,4.0,2003.0,0,0.0,0.0,None
26,5,2015-02-20,7686,643,1,1,0,0,d,a,2300.0,0.0,0.0,0,0.0,0.0,None
27,5,2015-02-20,9467,1045,1,1,0,0,a,a,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
28,5,2015-02-20,5016,573,1,1,0,0,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec"
29,5,2015-02-20,8789,777,1,1,0,0,d,c,2170.0,0.0,0.0,0,0.0,0.0,None
30,5,2015-02-20,5019,658,1,1,0,0,a,a,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
31,5,2015-02-20,6489,622,1,1,0,0,d,c,9800.0,7.0,2012.0,0,0.0,0.0,None
32,5,2015-02-20,3989,472,1,1,0,1,a,a,2910.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
33,5,2015-02-20,9234,860,1,1,0,0,a,c,1320.0,5.0,2013.0,0,0.0,0.0,None
34,5,2015-02-20,8054,961,1,1,0,0,c,a,2240.0,9.0,2009.0,0,0.0,0.0,None
35,5,2015-02-20,10083,768,1,1,0,0,d,c,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
36,5,2015-02-20,9424,1018,1,1,0,1,a,c,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
37,5,2015-02-20,7288,816,1,1,0,0,c,a,4230.0,12.0,2014.0,0,0.0,0.0,None
38,5,2015-02-20,5944,550,1,1,0,0,d,a,1090.0,4.0,2007.0,0,0.0,0.0,None
39,5,2015-02-20,4363,517,1,1,0,0,a,a,260.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
40,5,2015-02-20,3929,495,1,1,0,0,a,a,180.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
41,5,2015-02-20,6029,482,1,1,0,1,d,c,1180.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
42,5,2015-02-20,10957,1060,1,1,0,0,a,c,290.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
43,5,2015-02-20,7954,675,1,1,0,0,d,a,4880.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
44,5,2015-02-20,6062,701,1,1,0,0,a,a,540.0,6.0,2011.0,0,0.0,0.0,None
45,5,2015-02-20,5438,439,1,1,0,0,d,a,9710.0,2.0,2014.0,0,0.0,0.0,None
46,5,2015-02-20,6524,732,1,1,0,1,c,a,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
47,5,2015-02-20,7496,887,1,1,0,0,a,c,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
48,5,2015-02-20,4353,449,1,1,0,0,a,a,1060.0,5.0,2012.0,0,0.0,0.0,None
49,5,2015-02-20,6836,517,1,1,0,0,d,c,18010.0,9.0,2007.0,0,0.0,0.0,None
50,5,2015-02-20,4093,360,1,1,0,0,d,a,6260.0,11.0,2009.0,0,0.0,0.0,None
51,5,2015-02-20,6566,496,1,1,0,1,a,c,10570.0,7.0,2013.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
52,5,2015-02-20,7045,466,1,1,0,1,d,c,450.0,4.0,2014.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
53,5,2015-02-20,5377,544,1,1,0,0,a,c,30360.0,9.0,2013.0,0,0.0,0.0,None
54,5,2015-02-20,8586,775,1,1,0,0,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
55,5,2015-02-20,5151,643,1,1,0,1,a,a,720.0,11.0,2004.0,0,0.0,0.0,None
56,5,2015-02-20,8088,525,1,1,0,0,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
57,5,2015-02-20,9419,883,1,1,0,1,d,c,420.0,6.0,2014.0,0,0.0,0.0,None
58,5,2015-02-20,7147,554,1,1,0,1,a,c,7340.0,5.0,2008.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
59,5,2015-02-20,6079,607,1,1,0,0,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
60,5,2015-02-20,8613,734,1,1,0,1,d,c,5540.0,10.0,2009.0,0,0.0,0.0,None
61,5,2015-02-20,4870,582,1,1,0,0,a,c,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
62,5,2015-02-20,7633,796,1,1,0,0,a,a,2050.0,0.0,0.0,0,0.0,0.0,None
63,5,2015-02-20,7694,690,1,1,0,0,c,c,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
64,5,2015-02-20,11856,884,1,1,0,0,d,c,22560.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
65,5,2015-02-20,5973,498,1,1,0,0,a,c,13840.0,5.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
66,5,2015-02-20,6581,526,1,1,0,0,d,a,7660.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
67,5,2015-02-20,8276,842,1,1,0,0,a,c,410.0,2.0,2006.0,0,0.0,0.0,None
68,5,2015-02-20,5837,866,1,1,0,0,a,c,250.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
69,5,2015-02-20,8774,1181,1,1,0,0,c,c,1130.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
70,5,2015-02-20,7645,724,1,1,0,0,c,c,4840.0,0.0,0.0,0,0.0,0.0,None
71,5,2015-02-20,6587,585,1,1,0,0,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
72,5,2015-02-20,4426,508,1,1,0,1,a,a,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
73,5,2015-02-20,5347,555,1,1,0,0,a,c,1650.0,9.0,2008.0,0,0.0,0.0,None
74,5,2015-02-20,5414,737,1,1,0,0,a,a,330.0,0.0,0.0,0,0.0,0.0,None
75,5,2015-02-20,6165,647,1,1,0,0,d,c,22440.0,12.0,2013.0,0,0.0,0.0,None
76,5,2015-02-20,9602,956,1,1,0,1,d,c,19960.0,3.0,2006.0,0,0.0,0.0,None
77,5,2015-02-20,8556,704,1,1,0,0,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
78,5,2015-02-20,4253,545,1,1,0,0,a,a,3510.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
79,5,2015-02-20,5512,555,1,1,0,0,a,a,3320.0,0.0,0.0,0,0.0,0.0,None
80,5,2015-02-20,8545,664,1,1,0,0,d,a,7910.0,0.0,0.0,0,0.0,0.0,None
81,5,2015-02-20,6890,529,1,1,0,1,a,a,2370.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
82,5,2015-02-20,9630,860,1,1,0,0,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
83,5,2015-02-20,3816,369,1,1,0,0,a,a,2710.0,0.0,0.0,0,0.0,0.0,None
84,5,2015-02-20,12834,1329,1,1,0,0,a,c,11810.0,8.0,2014.0,0,0.0,0.0,None
85,5,2015-02-20,6708,952,1,1,0,0,b,a,1870.0,10.0,2011.0,0,0.0,0.0,None
86,5,2015-02-20,5145,641,1,1,0,0,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
87,5,2015-02-20,4882,626,1,1,0,0,a,a,560.0,12.0,2010.0,0,0.0,0.0,None
88,5,2015-02-20,5937,651,1,1,0,0,a,a,10690.0,10.0,2005.0,0,0.0,0.0,None
89,5,2015-02-20,5729,604,1,1,0,1,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
90,5,2015-02-20,7661,920,1,1,0,0,a,a,330.0,11.0,2007.0,0,0.0,0.0,None
91,5,2015-02-20,4792,538,1,1,0,0,c,a,2410.0,0.0,0.0,1,35.0,2011.0,"Jan,Apr,Jul,Oct"
92,5,2015-02-20,6779,584,1,1,0,0,c,a,240.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
93,5,2015-02-20,7570,760,1,1,0,0,a,a,16690.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
94,5,2015-02-20,8461,722,1,1,0,0,d,c,14620.0,0.0,0.0,0,0.0,0.0,None
95,5,2015-02-20,6577,786,1,1,0,1,a,a,1890.0,10.0,2014.0,0,0.0,0.0,None
96,5,2015-02-20,4453,518,1,1,0,1,a,a,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
97,5,2015-02-20,7262,753,1,1,0,1,d,c,8980.0,0.0,0.0,0,0.0,0.0,None
98,5,2015-02-20,5566,475,1,1,0,0,d,c,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
99,5,2015-02-20,5834,512,1,1,0,1,c,c,2030.0,11.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
100,5,2015-02-20,8099,667,1,1,0,1,d,a,17930.0,0.0,0.0,0,0.0,0.0,None
101,5,2015-02-20,7930,767,1,1,0,0,d,c,2440.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
102,5,2015-02-20,7496,1020,1,1,0,0,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
103,5,2015-02-20,5431,475,1,1,0,0,d,c,5210.0,5.0,2015.0,0,0.0,0.0,None
104,5,2015-02-20,9995,1315,1,1,0,0,a,a,390.0,6.0,2009.0,0,0.0,0.0,None
105,5,2015-02-20,4816,517,1,1,0,0,a,c,6190.0,0.0,0.0,1,23.0,2013.0,"Mar,Jun,Sept,Dec"
106,5,2015-02-20,9036,871,1,1,0,0,a,a,1390.0,8.0,2013.0,0,0.0,0.0,None
107,5,2015-02-20,8277,1000,1,1,0,0,a,a,1930.0,9.0,2009.0,0,0.0,0.0,None
108,5,2015-02-20,12356,914,1,1,0,1,d,c,2190.0,9.0,2003.0,0,0.0,0.0,None
109,5,2015-02-20,6127,716,1,1,0,0,a,c,3300.0,11.0,2010.0,0,0.0,0.0,None
110,5,2015-02-20,3489,480,1,1,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,None
111,5,2015-02-20,7872,667,1,1,0,0,d,c,7890.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
112,5,2015-02-20,6095,776,1,1,0,0,a,a,1630.0,9.0,2009.0,0,0.0,0.0,None
113,5,2015-02-20,6143,615,1,1,0,1,d,c,20930.0,11.0,1999.0,0,0.0,0.0,None
114,5,2015-02-20,6286,651,1,1,0,0,c,a,4510.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
115,5,2015-02-20,7796,550,1,1,0,1,d,c,5740.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
116,5,2015-02-20,7644,771,1,1,0,0,a,a,680.0,4.0,2013.0,0,0.0,0.0,None
117,5,2015-02-20,4353,529,1,1,0,0,a,a,3450.0,9.0,2011.0,0,0.0,0.0,None
118,5,2015-02-20,8215,700,1,1,0,0,d,c,3580.0,9.0,2012.0,0,0.0,0.0,None
119,5,2015-02-20,5206,591,1,1,0,0,a,c,2100.0,2.0,2010.0,0,0.0,0.0,None
120,5,2015-02-20,7825,716,1,1,0,0,d,a,2290.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
121,5,2015-02-20,4706,593,1,1,0,1,a,a,3570.0,11.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
122,5,2015-02-20,5021,611,1,1,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,None
123,5,2015-02-20,8000,920,1,1,0,0,a,a,16760.0,9.0,2011.0,0,0.0,0.0,None
124,5,2015-02-20,5679,694,1,1,0,0,a,a,1410.0,4.0,2003.0,0,0.0,0.0,None
125,5,2015-02-20,12326,1603,1,1,0,0,a,a,760.0,12.0,2005.0,0,0.0,0.0,None
126,5,2015-02-20,7186,608,1,1,0,0,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
127,5,2015-02-20,5484,697,1,1,0,1,d,a,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
128,5,2015-02-20,9403,728,1,1,0,0,d,c,2000.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
129,5,2015-02-20,9257,1203,1,1,0,1,a,a,2460.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
130,5,2015-02-20,5755,600,1,1,0,0,c,a,900.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
131,5,2015-02-20,4860,518,1,1,0,0,c,a,920.0,7.0,2015.0,0,0.0,0.0,None
132,5,2015-02-20,6879,610,1,1,0,1,d,c,1040.0,0.0,0.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
133,5,2015-02-20,7499,802,1,1,0,0,a,a,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
134,5,2015-02-20,4791,553,1,1,0,0,a,a,1200.0,9.0,2008.0,0,0.0,0.0,None
135,5,2015-02-20,6444,582,1,1,0,0,d,a,5190.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
136,5,2015-02-20,5260,429,1,1,0,1,a,c,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
137,5,2015-02-20,9881,1120,1,1,0,1,a,a,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
138,5,2015-02-20,7531,708,1,1,0,1,a,c,25360.0,10.0,2014.0,0,0.0,0.0,None
139,5,2015-02-20,7829,519,1,1,0,1,a,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
140,5,2015-02-20,8304,1027,1,1,0,0,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
141,5,2015-02-20,6044,648,1,1,0,0,c,c,1540.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
142,5,2015-02-20,5282,678,1,1,0,0,a,a,1090.0,7.0,2002.0,0,0.0,0.0,None
143,5,2015-02-20,6834,620,1,1,0,0,d,a,2930.0,12.0,2002.0,0,0.0,0.0,None
144,5,2015-02-20,7882,730,1,1,0,1,a,c,16570.0,0.0,0.0,0,0.0,0.0,None
145,5,2015-02-20,8272,1210,1,1,0,1,a,a,280.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
146,5,2015-02-20,9135,789,1,1,0,0,d,c,8050.0,10.0,1961.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
147,5,2015-02-20,8727,898,1,1,0,0,d,c,8540.0,0.0,0.0,0,0.0,0.0,None
148,5,2015-02-20,8693,840,1,1,0,0,a,a,2090.0,12.0,2008.0,0,0.0,0.0,None
149,5,2015-02-20,5559,486,1,1,0,1,d,a,2610.0,7.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
150,5,2015-02-20,8417,877,1,1,0,0,c,c,31830.0,3.0,2010.0,0,0.0,0.0,None
151,5,2015-02-20,7305,725,1,1,0,0,d,c,4360.0,10.0,2005.0,0,0.0,0.0,None
152,5,2015-02-20,6745,710,1,1,0,0,a,a,1780.0,0.0,0.0,0,0.0,0.0,None
153,5,2015-02-20,7596,630,1,1,0,0,a,a,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
154,5,2015-02-20,8855,761,1,1,0,0,d,c,16420.0,0.0,0.0,0,0.0,0.0,None
